Column Type,Annual Name,Annual Units,Published Annual Name,Published Annual Name Sightglass,Published Annual Unit,ResStock To Published Annual Unit Conversion Factor,Timeseries Name,Timeseries Units,Published Timeseries Name,Published Timeseries Name Sightglass,Published Timeseries Unit,ResStock To Published Timeseries Unit Conversion Factor,Notes
Calculated,,,,out.electricity.generator.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.generator.energy_consumption_intensity.savings,out.electricity.generator.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.heating_fans_pumps.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.heating_fans_pumps.energy_consumption_intensity.savings,out.electricity.heating_fans_pumps.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.heating_hp_bkup.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.heating_hp_bkup.energy_consumption_intensity.savings,out.electricity.heating_hp_bkup.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.heating_hp_bkup_fa.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.heating_hp_bkup_fa.energy_consumption_intensity.savings,out.electricity.heating_hp_bkup_fa.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.heating.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.heating.energy_consumption_intensity.savings,out.electricity.heating.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.permanent_spa_heat.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.permanent_spa_heat.energy_consumption_intensity.savings,out.electricity.permanent_spa_heat.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.permanent_spa_pump.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.permanent_spa_pump.energy_consumption_intensity.savings,out.electricity.permanent_spa_pump.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.hot_water.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.hot_water.energy_consumption_intensity.savings,out.electricity.hot_water.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.hot_water_recirc_p.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.hot_water_recirc_p.energy_consumption_intensity.savings,out.electricity.hot_water_recirc_p.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.hot_water_solar_th.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.hot_water_solar_th.energy_consumption_intensity.savings,out.electricity.hot_water_solar_th.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.lighting_exterior.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.lighting_exterior.energy_consumption_intensity.savings,out.electricity.lighting_exterior.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.lighting_garage.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.lighting_garage.energy_consumption_intensity.savings,out.electricity.lighting_garage.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.lighting_interior.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.lighting_interior.energy_consumption_intensity.savings,out.electricity.lighting_interior.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.mech_vent.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.mech_vent.energy_consumption_intensity.savings,out.electricity.mech_vent.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.mech_vent_precool.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.mech_vent_precool.energy_consumption_intensity.savings,out.electricity.mech_vent_precool.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.mech_vent_preheat.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.mech_vent_preheat.energy_consumption_intensity.savings,out.electricity.mech_vent_preheat.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.plug_loads.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.plug_loads.energy_consumption_intensity.savings,out.electricity.plug_loads.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.pool_heater.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.pool_heater.energy_consumption_intensity.savings,out.electricity.pool_heater.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.pool_pump.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.pool_pump.energy_consumption_intensity.savings,out.electricity.pool_pump.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.pv.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.pv.energy_consumption_intensity.savings,out.electricity.pv.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.range_oven.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.range_oven.energy_consumption_intensity.savings,out.electricity.range_oven.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.refrigerator.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.refrigerator.energy_consumption_intensity.savings,out.electricity.refrigerator.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.television.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.television.energy_consumption_intensity.savings,out.electricity.television.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.well_pump.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.well_pump.energy_consumption_intensity.savings,out.electricity.well_pump.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.whole_house_fan.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.whole_house_fan.energy_consumption_intensity.savings,out.electricity.whole_house_fan.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.fuel_oil.clothes_dryer.energy_consumption_intensity.savings,kwh/sqft,,,,out.fuel_oil.clothes_dryer.energy_consumption_intensity.savings,out.fuel_oil.clothes_dryer.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.fuel_oil.fireplace.energy_consumption_intensity.savings,kwh/sqft,,,,out.fuel_oil.fireplace.energy_consumption_intensity.savings,out.fuel_oil.fireplace.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.fuel_oil.generator.energy_consumption_intensity.savings,kwh/sqft,,,,out.fuel_oil.generator.energy_consumption_intensity.savings,out.fuel_oil.generator.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.fuel_oil.grill.energy_consumption_intensity.savings,kwh/sqft,,,,out.fuel_oil.grill.energy_consumption_intensity.savings,out.fuel_oil.grill.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.fuel_oil.heating_hp_bkup.energy_consumption_intensity.savings,kwh/sqft,,,,out.fuel_oil.heating_hp_bkup.energy_consumption_intensity.savings,out.fuel_oil.heating_hp_bkup.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.fuel_oil.heating.energy_consumption_intensity.savings,kwh/sqft,,,,out.fuel_oil.heating.energy_consumption_intensity.savings,out.fuel_oil.heating.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.fuel_oil.hot_water.energy_consumption_intensity.savings,kwh/sqft,,,,out.fuel_oil.hot_water.energy_consumption_intensity.savings,out.fuel_oil.hot_water.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.fuel_oil.lighting.energy_consumption_intensity.savings,kwh/sqft,,,,out.fuel_oil.lighting.energy_consumption_intensity.savings,out.fuel_oil.lighting.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.fuel_oil.mech_vent_preheating.energy_consumption_intensity.savings,kwh/sqft,,,,out.fuel_oil.mech_vent_preheating.energy_consumption_intensity.savings,out.fuel_oil.mech_vent_preheating.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.fuel_oil.range_oven.energy_consumption_intensity.savings,kwh/sqft,,,,out.fuel_oil.range_oven.energy_consumption_intensity.savings,out.fuel_oil.range_oven.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.natural_gas.clothes_dryer.energy_consumption_intensity.savings,kwh/sqft,,,,out.natural_gas.clothes_dryer.energy_consumption_intensity.savings,out.natural_gas.clothes_dryer.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.natural_gas.fireplace.energy_consumption_intensity.savings,kwh/sqft,,,,out.natural_gas.fireplace.energy_consumption_intensity.savings,out.natural_gas.fireplace.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.natural_gas.generator.energy_consumption_intensity.savings,kwh/sqft,,,,out.natural_gas.generator.energy_consumption_intensity.savings,out.natural_gas.generator.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.natural_gas.grill.energy_consumption_intensity.savings,kwh/sqft,,,,out.natural_gas.grill.energy_consumption_intensity.savings,out.natural_gas.grill.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.natural_gas.heating_hp_bkup.energy_consumption_intensity.savings,kwh/sqft,,,,out.natural_gas.heating_hp_bkup.energy_consumption_intensity.savings,out.natural_gas.heating_hp_bkup.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.natural_gas.heating.energy_consumption_intensity.savings,kwh/sqft,,,,out.natural_gas.heating.energy_consumption_intensity.savings,out.natural_gas.heating.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.natural_gas.permanent_spa_heat.energy_consumption_intensity.savings,kwh/sqft,,,,out.natural_gas.permanent_spa_heat.energy_consumption_intensity.savings,out.natural_gas.permanent_spa_heat.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.natural_gas.hot_water.energy_consumption_intensity.savings,kwh/sqft,,,,out.natural_gas.hot_water.energy_consumption_intensity.savings,out.natural_gas.hot_water.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.natural_gas.lighting.energy_consumption_intensity.savings,kwh/sqft,,,,out.natural_gas.lighting.energy_consumption_intensity.savings,out.natural_gas.lighting.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.natural_gas.mech_vent_preheat.energy_consumption_intensity.savings,kwh/sqft,,,,out.natural_gas.mech_vent_preheat.energy_consumption_intensity.savings,out.natural_gas.mech_vent_preheat.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.natural_gas.pool_heater.energy_consumption_intensity.savings,kwh/sqft,,,,out.natural_gas.pool_heater.energy_consumption_intensity.savings,out.natural_gas.pool_heater.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.natural_gas.range_oven.energy_consumption_intensity.savings,kwh/sqft,,,,out.natural_gas.range_oven.energy_consumption_intensity.savings,out.natural_gas.range_oven.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.propane.clothes_dryer.energy_consumption_intensity.savings,kwh/sqft,,,,out.propane.clothes_dryer.energy_consumption_intensity.savings,out.propane.clothes_dryer.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.propane.fireplace.energy_consumption_intensity.savings,kwh/sqft,,,,out.propane.fireplace.energy_consumption_intensity.savings,out.propane.fireplace.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.propane.generator.energy_consumption_intensity.savings,kwh/sqft,,,,out.propane.generator.energy_consumption_intensity.savings,out.propane.generator.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.propane.grill.energy_consumption_intensity.savings,kwh/sqft,,,,out.propane.grill.energy_consumption_intensity.savings,out.propane.grill.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.propane.heating_hp_bkup.energy_consumption_intensity.savings,kwh/sqft,,,,out.propane.heating_hp_bkup.energy_consumption_intensity.savings,out.propane.heating_hp_bkup.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.propane.heating.energy_consumption_intensity.savings,kwh/sqft,,,,out.propane.heating.energy_consumption_intensity.savings,out.propane.heating.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.propane.hot_water.energy_consumption_intensity.savings,kwh/sqft,,,,out.propane.hot_water.energy_consumption_intensity.savings,out.propane.hot_water.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.propane.lighting.energy_consumption_intensity.savings,kwh/sqft,,,,out.propane.lighting.energy_consumption_intensity.savings,out.propane.lighting.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.propane.mech_vent_preheating.energy_consumption_intensity.savings,kwh/sqft,,,,out.propane.mech_vent_preheating.energy_consumption_intensity.savings,out.propane.mech_vent_preheating.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.propane.range_oven.energy_consumption_intensity.savings,kwh/sqft,,,,out.propane.range_oven.energy_consumption_intensity.savings,out.propane.range_oven.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.site_energy.net.energy_consumption_intensity.savings,kwh/sqft,,,,out.site_energy.net.energy_consumption_intensity.savings,out.site_energy.net.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.site_energy.total.energy_consumption_intensity.savings,kwh/sqft,,,,out.site_energy.total.energy_consumption_intensity.savings,out.site_energy.total.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.net.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.net.energy_consumption_intensity.savings,out.electricity.net.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.total.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.total.energy_consumption_intensity.savings,out.electricity.total.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.fuel_oil.total.energy_consumption_intensity.savings,kwh/sqft,,,,out.fuel_oil.total.energy_consumption_intensity.savings,out.fuel_oil.total.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.natural_gas.total.energy_consumption_intensity.savings,kwh/sqft,,,,out.natural_gas.total.energy_consumption_intensity.savings,out.natural_gas.total.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.propane.total.energy_consumption_intensity.savings,kwh/sqft,,,,out.propane.total.energy_consumption_intensity.savings,out.propane.total.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,upgrade.clothes_dryer,,,,,,,,,,Indicates the type of clothes dryer the model is upgraded to. Blank value indicates no upgrade.
Calculated,,,upgrade.cooking_range,,,,,,,,,,Indicates the type of cooking range the model is upgraded to. Blank value indicates no upgrade.
Calculated,,,upgrade.cooling_setpoint_has_offset,,,,,,,,,,Indicates the cooling setpoint the model is upgraded to. Blank value indicates no upgrade.
Calculated,,,upgrade.cooling_setpoint_offset_magnitude,,,,,,,,,,Indicates the magnitude of the cooling setpoint the model is upgraded to. Blank value indicates no upgrade.
Calculated,,,upgrade.cooling_setpoint_offset_period,,,,,,,,,,Indicates the period of the cooling setpoint the model is upgraded to. Blank value indicates no upgrade.
Calculated,,,upgrade.electric_vehicle_charger,,,,,,,,,,Indicates the electric vehicle charger the model is upgraded to. Blank value indicates no upgrade.
Calculated,,,upgrade.electric_vehicle_efficiency_increase,,,,,,,,,,Indicates the efficiency increase of the electric vehicle the model is upgraded to. Blank value indicates no upgrade.
Calculated,,,upgrade.electric_vehicle_ownership,,,,,,,,,,Indicates the electric vehicle ownership of the building the model is upgraded to. Blank value indicates no upgrade.
Calculated,,,upgrade.heating_fuel,,,,,,,,,,Indicates the heating fuel the model is upgraded to. Blank value indicates no upgrade.
Calculated,,,upgrade.heating_setpoint_has_offset,,,,,,,,,,Indicates the heating setpoint offset the model is upgraded to. Blank value indicates no upgrade.
Calculated,,,upgrade.heating_setpoint_offset_magnitude,,,,,,,,,,Indicates the magnitude of the heating setpoint offset the model is upgraded to. Blank value indicates no upgrade.
Calculated,,,upgrade.heating_setpoint_offset_period,,,,,,,,,,Indicates the period of the heating setpoint offset the model is upgraded to. Blank value indicates no upgrade.
Calculated,,,upgrade.hvac_cooling_efficiency,,,,,,,,,,Indicates the efficiency of the HVAC cooling the model is upgraded to. Blank value indicates no upgrade.
Calculated,,,upgrade.hvac_cooling_partial_space_conditioning,,,,,,,,,,Indicates the partial space conditioning of the HVAC cooling the model is upgraded to. Blank value indicates no upgrade.
Calculated,,,upgrade.hvac_heating_efficiency,,,,,,,,,,Indicates the efficiency of the HVAC heating the model is upgraded to. Blank value indicates no upgrade.
Calculated,,,upgrade.hvac_heating_type_and_fuel,,,,,,,,,,Indicates the heating type and fuel the model is upgraded to. Blank value indicates no upgrade.
Calculated,,,upgrade.hvac_secondary_heating_efficiency,,,,,,,,,,Indicates the efficiency of the HVAC secondary heating the model is upgraded to. Blank value indicates no upgrade.
Calculated,,,upgrade.hvac_secondary_heating_fuel,,,,,,,,,,Indicates the fuel of the HVAC secondary heating the model is upgraded to. Blank value indicates no upgrade.
Calculated,,,upgrade.infiltration_reduction,,,,,,,,,,Indicates the infiltration reduction of the building the model is upgraded to. Blank value indicates no upgrade.
Calculated,,,upgrade.insulation_ceiling,,,,,,,,,,Indicates the insulation ceiling of the building the model is upgraded to. Blank value indicates no upgrade.
Calculated,,,upgrade.misc_hot_tub_spa,,,,,,,,,,Indicates the hot tub or spa the model is upgraded to. Blank value indicates no upgrade.
Calculated,,,upgrade.misc_pool_heater,,,,,,,,,,Indicates the pool heater the model is upgraded to. Blank value indicates no upgrade.
Calculated,,,upgrade.water_heater_efficiency,,,,,,,,,,Indicates the efficiency of the water heater the model is upgraded to. Blank value indicates no upgrade.
Calculated,,,upgrade.water_heater_fuel,,,,,,,,,,Indicates which fuel is used for the water heater the model is upgraded to. Blank value indicates no upgrade.
Calculated,,,upgrade.hvac_detailed_performance_data,,,,,,,,,,Indicates the HVAC detailed performance data the model is upgraded to. Blank value indicates no upgrade.
Calculated,,,upgrade.demand_flexibility_electric_vehicle,,,,,,,,,,Indicates if demand flexibility is applied to electric vehicle in the model. Blank value indicates the upgrade didn't apply.
Calculated,,,upgrade.demand_flexibility_hvac,,,,,,,,,,Indicates if demand flexibility is applied to HVAC in the model. Blank value indicates the upgrade didn't apply.
Calculated,,,upgrade.demand_flexibility_random_shift,,,,,,,,,,Indicates the number of minutes of random shift applied for demand flexibility in the model. Blank value indicates the upgrade didn't apply.
Calculated,,,upgrade.duct_leakage_and_insulation,,,,,,,,,,Indicates the duct leakge to outside and duct insulation the model is upgraded to. Blank value indicates the upgrade didn't apply.
Calculated,,,upgrade.infiltration,,,,,,,,,,Indicates the infiltration rate the model is upgraded to. Blank value indicates the upgrade didn't apply.
Calculated,,,upgrade.insulation_wall,,,,,,,,,,Indicates the wall type and insulation the model is upgraded to. Blank value indicates the upgrade didn't apply.
Calculated,,,upgrade.windows,,,,,,,,,,Only appears when at least one building has this upgrade.
Output,,,,,,,Site Outdoor Air Drybulb Temperature: Environment,C,out.outdoor_air_dryblub_temp.c,out.outdoor_air_dryblub_temp.c,C,1,
Output,,,,,,,Zone Mean Air Temperature: Air Source Heat Pump Airloop Ret Air Zone,C,out.zone_mean_air_temp.air_source_heat_pump_airloop_ret_air_zone.c,out.zone_mean_air_temp.air_source_heat_pump_airloop_ret_air_zone.c,C,1,
Output,,,,,,,Zone Mean Air Temperature: Attic - Vented,C,out.zone_mean_air_temp.attic_vented.c,out.zone_mean_air_temp.attic_vented.c,C,1,
Output,,,,,,,Zone Mean Air Temperature: Attic - Unvented,C,out.zone_mean_air_temp.attic_unvented.c,out.zone_mean_air_temp.attic_unvented.c,C,1,
